City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Vanimo,97,PG,1586208142,82,-2.67,141.3,78.49,5.91
Mataura,99,NZ,1586208142,96,-46.19,168.86,53.01,1.99
Kurumkan,0,RU,1586208142,73,54.3,110.3,28.6,2.59
San Cristobal,40,VE,1586208143,58,7.77,-72.22,87.8,8.05
East London,77,ZA,1586208143,61,-33.02,27.91,64.83,22.1
Mar del Plata,75,AR,1586207986,66,-38,-57.56,57.99,12.75
Sarkand,2,KZ,1586208143,59,45.41,79.92,49.21,3.74
Upernavik,0,GL,1586208143,90,72.79,-56.15,18.25,19.91
Verkhotur'ye,42,RU,1586208143,94,58.86,60.81,24.98,7.34
Lata,75,PT,1586208143,93,40.16,-8.33,60.01,10.29
Jamestown,1,US,1586207979,26,42.1,-79.24,59,5.82
Batemans Bay,57,AU,1586208143,67,-35.72,150.18,48,3.91
Rabo de Peixe,75,PT,1586208143,100,37.8,-25.58,62.6,10.29
Pangnirtung,20,CA,1586208143,78,66.15,-65.71,8.6,3.36
Antsirabe,91,MG,1586208143,58,-19.85,47.03,60.33,1.59
Rodolfo Sánchez Taboada,72,MX,1586208143,70,31.72,-116.57,64,11.01
Lagoa,100,PT,1586208144,90,39.05,-27.98,61.57,18.63
Saskylakh,100,RU,1586208144,97,71.92,114.08,24.58,6.44
Grindavik,75,IS,1586208144,64,63.84,-22.43,33.8,28.86
Cascais,75,PT,1586207906,100,38.7,-9.42,62.6,11.41
Luanda,20,AO,1586208050,83,-8.84,13.23,80.6,8.05
Sauteurs,20,GD,1586208144,78,12.22,-61.63,82.4,19.46
Hidalgo,28,MX,1586208144,24,20.5,-99,80.28,11.65
Mount Gambier,90,AU,1586208144,93,-37.83,140.77,50,1.92
Vanino,100,RU,1586208144,96,49.09,140.25,30.42,21.27
Tigil',100,RU,1586208144,90,57.8,158.67,18.73,2.62
Karratha,74,AU,1586208144,69,-20.74,116.85,79.21,5.28
Broken Hill,34,AU,1586208144,66,-31.95,141.43,55.4,8.05
Barrow,90,US,1586208144,78,71.29,-156.79,8.6,16.11
St. George's,20,GD,1586208144,78,12.06,-61.75,82.4,19.46
Rocha,0,UY,1586208144,54,-34.48,-54.33,58.59,13.06
Ostrovnoy,94,RU,1586208144,95,68.05,39.51,16.25,5.19
Kuching,20,MY,1586208145,100,1.55,110.33,77,1.12
George Town,20,MY,1586208145,88,5.41,100.34,82,0.89
Samarai,51,PG,1586208145,80,-10.62,150.67,79.25,8.66
Monte Alegre de Sergipe,10,BR,1586208201,68,-10.03,-37.56,80.37,10.71
Isangel,100,VU,1586208202,85,-19.55,169.27,79.52,28.45
La Santisima Trinidad,40,BO,1586208202,66,-14.83,-64.9,91.4,4.7
Kargasok,99,RU,1586208202,97,59.06,80.86,35.76,5.08
Santo Tomas,20,PH,1586208202,74,14.11,121.14,80.6,2.24
Sozopol,26,BG,1586208202,65,42.42,27.7,45,24.16
Saint George,40,US,1586208202,31,37.1,-113.58,64.99,13.87
Tasiilaq,100,GL,1586208202,86,65.61,-37.64,28.4,9.17
Enumclaw,1,US,1586208202,38,47.2,-121.99,61,4.92
Bethel,1,US,1586208202,25,41.37,-73.41,64.99,5.82
Cabo San Lucas,90,MX,1586208202,39,22.89,-109.91,82.4,4.7
Sargatskoye,1,RU,1586208202,80,55.61,73.5,40.78,11.79
New Norfolk,20,AU,1586208202,81,-42.78,147.06,46,9.17
Severo-Kuril'sk,99,RU,1586208202,89,50.68,156.12,33.96,34.23
Kapaa,75,US,1586208202,78,22.08,-159.32,79,13.87
Aykhal,90,RU,1586208202,46,66,111.5,28.4,6.71
Kahului,20,US,1586208202,58,20.89,-156.47,82.4,18.34
Lorengau,95,PG,1586208202,78,-2.02,147.27,82.53,10.04
Mīrābād,0,AF,1586208203,30,30.44,61.84,66.67,10
Saint-Philippe,20,RE,1586208203,73,-21.36,55.77,77,6.93
Maragogi,9,BR,1586208203,78,-9.01,-35.22,81,8.46
Kaeo,30,NZ,1586208203,94,-35.1,173.78,64,1.01
Fortuna,75,US,1586208203,71,40.6,-124.16,57.99,17.22
Hammerfest,75,NO,1586208203,93,70.66,23.68,32,17.22
Abadan,90,TM,1586208203,76,38.05,58.21,57.2,13.87
Ribeira Grande,75,PT,1586208203,88,38.52,-28.7,64.4,13.87
São Filipe,0,CV,1586208203,73,14.9,-24.5,73.29,13.73
Warri,91,NG,1586208203,83,5.52,5.75,81.1,5.53
Padang,99,ID,1586208203,76,-0.95,100.35,76.23,1.07
Hamilton,40,US,1586208203,59,39.18,-84.53,70,5.82
San Quintín,1,MX,1586208203,54,30.48,-115.95,63.57,11.21
Ancud,13,CL,1586208204,54,-41.87,-73.82,55.4,9.17
Lahat,100,ID,1586208204,84,-3.8,103.53,73.35,2.28
Puerto Ayora,20,EC,1586208204,70,-0.74,-90.35,86,12.75
Melipilla,0,CL,1586208102,67,-33.7,-71.22,84.2,8.05
Christiana,61,ZA,1586208204,19,-27.91,25.16,62.02,9.95
Nara,40,JP,1586208079,75,34.69,135.8,46.4,4.7
Paamiut,21,GL,1586208204,92,61.99,-49.67,22.08,7.25
Bredasdorp,15,ZA,1586208204,62,-34.53,20.04,55.99,11.41
Khovd,78,MN,1586208204,42,48.01,91.64,33.73,1.81
Langenburg,0,DE,1586208204,50,49.25,9.85,55,1.12
Ormond Beach,20,US,1586207944,78,29.29,-81.06,80.6,10.29
Atlantic Beach,20,US,1586207980,73,30.33,-81.4,82,8.05
Sinnamary,15,GF,1586208204,78,5.38,-52.95,81.52,14.67
Bariloche,0,AR,1586208204,18,-41.15,-71.31,59,4.7
Arraial do Cabo,2,BR,1586208204,78,-22.97,-42.03,78.8,11.41
The Valley,20,AI,1586208204,66,18.22,-63.06,84.2,5.82
Carauari,100,BR,1586208261,87,-4.88,-66.9,81.27,1.99
Vestmannaeyjar,100,IS,1586208262,77,63.44,-20.27,36.14,36.28
Dunedin,86,NZ,1586208262,91,-45.87,170.5,57.99,10.56
Villa Carlos Paz,4,AR,1586208262,36,-31.42,-64.5,68,6.93
Iskateley,84,RU,1586208262,94,67.68,53.15,14.97,11.23
Cidreira,87,BR,1586208262,83,-30.18,-50.21,70.54,9.31
Pori,71,FI,1586208262,56,61.48,21.78,42.8,8.05
Caramay,12,PH,1586208262,76,10.18,119.24,77.83,3.89
Ilulissat,91,GL,1586208262,43,69.22,-51.1,15.8,11.41
Salina,1,US,1586208262,44,38.84,-97.61,78.8,19.46
Rāmshīr,90,IR,1586208262,53,30.89,49.41,75.2,14.36
Port Elizabeth,76,ZA,1586208012,71,-33.92,25.57,57.2,16.11
Vilyuysk,100,RU,1586208262,91,63.76,121.62,32.99,6.29
Secunda,0,ZA,1586208262,75,-26.55,29.17,60.01,1.99
Port Hardy,75,CA,1586208263,70,50.7,-127.42,46.4,10.29
Mackay,40,AU,1586208030,94,-21.15,149.2,81,9.17
Cockburn Town,0,TC,1586208263,67,21.46,-71.14,76.95,10.56
Esperance,90,AU,1586208263,87,-33.87,121.9,59,10.29
Abnūb,0,EG,1586208263,49,27.27,31.15,68,13.87
Leh,74,IN,1586208122,28,34.17,77.58,17.65,4.72
Petropavlovsk-Kamchatskiy,99,RU,1586208185,58,53.05,158.65,26.6,4.47
Laguna,90,US,1586208120,58,38.42,-121.42,59,3.36
Tezu,34,IN,1586208263,34,27.92,96.17,68.47,3.69
Tambopata,67,PE,1586208263,53,-12.73,-69.18,90.97,2.13
Mianyang,15,CN,1586208263,69,31.46,104.75,52.7,1.16
Bone,0,DE,1586208263,53,51.97,12.14,60.01,8.05
Codrington,100,AU,1586208264,71,-38.27,141.97,52.54,5.55
Ojinaga,90,MX,1586208264,36,29.57,-104.42,75.2,8.05
Dandong,8,CN,1586208264,62,40.13,124.39,41.77,11.43
Galesong,20,ID,1586207965,94,-5.32,119.37,75.2,2.24
Vila Velha,75,BR,1586208002,78,-20.33,-40.29,78.8,10.29
Thompson,75,CA,1586208264,67,55.74,-97.86,23,6.93
Gushikawa,90,JP,1586208264,93,26.35,127.87,64.4,5.82
Yellowknife,75,CA,1586208264,63,62.46,-114.35,30,19.46
Carnarvon,0,AU,1586208264,88,-24.87,113.63,69.8,9.17
Richards Bay,63,ZA,1586208264,87,-28.78,32.04,74.75,6.93
Vytegra,0,RU,1586208264,86,61.01,36.45,24.76,3.98
Bathsheba,40,BB,1586208264,70,13.22,-59.52,84.2,13.87
Arrondissement de Toul,2,FR,1586208265,43,48.67,5.92,59,4.7
Airai,13,TL,1586208265,67,-8.93,125.41,60.39,1.97
Pauini,46,BR,1586208265,61,-7.71,-66.98,86.56,1.54
Dongning,55,CN,1586208265,77,44.06,131.12,35.19,14.14
Hithadhoo,6,MV,1586208066,64,-0.6,73.08,83.68,3.78
Upata,96,VE,1586208265,51,8.01,-62.4,85.44,7.87
Kalach-na-Donu,0,RU,1586208265,53,48.69,43.53,24.8,8.95
Kralendijk,75,BQ,1586208244,74,12.15,-68.27,84.2,17.22
Saint-Joseph,20,RE,1586208265,73,-21.37,55.62,77,6.93
Alice Springs,87,AU,1586208265,76,-23.7,133.88,50,6.91
Inuvik,75,CA,1586208322,33,68.35,-133.72,32,17.22
Gladstone,57,AU,1586208322,77,-23.85,151.25,68,4.7
Yumen,6,CN,1586208322,25,40.28,97.2,44.53,4.56
Narasannapeta,4,IN,1586208322,87,18.42,84.05,78.82,4.7
Rockport,90,US,1586208322,88,28.02,-97.05,78.8,6.93
Newport,0,GB,1586208281,81,51.59,-3,48,8.05
Santa Isabel Rio Negro,100,BR,1586208322,89,-0.41,-65.02,81.52,1.88
Nome,20,US,1586208118,77,64.5,-165.41,5,17.22
Chokurdakh,35,RU,1586208322,91,70.63,147.92,-3.33,9.8
Bubaque,0,GW,1586208322,72,11.28,-15.83,79,16.33
Awjilah,6,LY,1586208322,48,29.11,21.29,60.67,12.77
Souillac,40,MU,1586208322,83,-20.52,57.52,78.01,8.05
Longyearbyen,75,SJ,1586208322,66,78.22,15.64,14,17.22
Gorontalo,99,ID,1586208322,87,0.54,123.06,74.64,4.12
Pionerskiy,0,RU,1586208322,45,54.95,20.23,46.4,6.71
São Félix do Xingu,93,BR,1586208323,84,-6.64,-51.99,80.76,2.37
Marawi,33,PH,1586208323,72,8,124.29,66.38,2.35
Chui,1,UY,1586208323,51,-33.7,-53.46,61.9,18.03
Pevek,95,RU,1586208323,84,69.7,170.31,-1.7,14.76
Provideniya,64,RU,1586208142,65,64.38,-173.3,5,2.24
Nadvoitsy,80,RU,1586208323,90,63.87,34.32,25.29,8.19
Jacareacanga,75,BR,1586208323,83,-6.22,-57.75,84.2,4.7
Bosobolo,39,CD,1586208323,74,4.18,19.9,76.32,3.44
Geraldton,1,AU,1586208323,87,-28.77,114.6,60.8,6.93
Priladozhskiy,92,RU,1586208323,80,59.85,31.48,36,6.71
Tual,2,ID,1586208323,73,-5.67,132.75,82.81,4.25
Norman Wells,40,CA,1586208235,53,65.28,-126.83,23,12.75
Santa Maria,11,BR,1586208323,63,-29.68,-53.81,73.72,3.69
Derzhavīnsk,100,KZ,1586208323,71,51.1,66.32,42.98,13
Kobelyaky,0,UA,1586208323,58,49.15,34.2,43.39,5.32
Rancho Palos Verdes,90,US,1586208233,82,33.74,-118.39,62.6,12.75
Sumter,75,US,1586208176,57,28.71,-82.08,82.99,9.17
Lompoc,75,US,1586208324,58,34.64,-120.46,60.8,12.75
Phenix City,1,US,1586208324,37,32.47,-85,86,9.17
Dongsheng,100,CN,1586208324,29,39.82,109.98,47.7,1.41
Noumea,100,NC,1586208238,69,-22.28,166.46,78.8,3.36
Tiksi,42,RU,1586208324,91,71.69,128.87,3.92,3.06
Kyaikto,9,MM,1586208324,87,17.3,97.02,75.33,3.56
Turukhansk,100,RU,1586208324,97,65.82,87.98,34.11,9.93
Troitsko-Pechorsk,73,RU,1586208324,96,62.71,56.2,20.71,5.53
Dikson,97,RU,1586208324,95,73.51,80.55,8.11,13.78
Cherskiy,100,RU,1586208324,95,68.75,161.3,10.15,15.39
Tocopilla,7,CL,1586208324,40,-22.09,-70.2,81.03,7.43
Galabovo,75,BG,1586208324,42,42.14,25.87,46.4,18.34
Lingao,100,CN,1586208381,90,19.91,109.69,69.93,14.83
Alyangula,96,AU,1586208382,94,-13.85,136.42,73.4,6.29
Narsaq,0,GL,1586208382,33,60.92,-46.05,28.4,3.36
Rome,1,US,1586208137,24,43.21,-75.46,55.99,17.22
Jasper,75,US,1586208382,60,37.2,-94.35,72,18.34
Tokur,94,RU,1586208382,89,53.13,132.9,13.23,4.92
Beyneu,0,KZ,1586208382,71,45.32,55.2,39.54,24.67
Avera,40,US,1586208382,34,33.19,-82.53,84.2,8.05
Birjand,97,IR,1586208341,60,32.87,59.22,42.8,6.93
Ahipara,41,NZ,1586208377,75,-35.17,173.17,63.16,7.54
Diamantino,59,BR,1586208382,72,-14.41,-56.45,84.43,5.26
Mzimba,9,MW,1586208382,60,-11.9,33.6,62.98,2.91
Filingué,0,NE,1586208382,10,14.35,3.32,90.48,5.7
Padre Bernardo,44,BR,1586208382,63,-15.35,-48.5,77.67,0.83
Aswān,0,EG,1586208382,19,24.09,32.91,81.1,15.5
Ambilobe,18,MG,1586208383,88,-13.2,49.05,74.05,3.38
Jucás,94,BR,1586208383,76,-6.53,-39.53,77.63,2.62
Ambon City,52,ID,1586208383,75,-3.7,128.18,81.82,6.26
Vardø,75,NO,1586208383,86,70.37,31.11,28.4,17.22
Sitka,90,US,1586208383,64,57.05,-135.33,39.2,27.51
Sioux Lookout,75,CA,1586208383,32,50.1,-91.92,53.6,4.7
Fairbanks,90,US,1586208383,66,64.84,-147.72,16,19.46
Mwinilunga,99,ZM,1586208383,64,-11.74,24.43,64.78,2.8
Kamenka,4,RU,1586208383,53,51.32,42.77,28,10.31
Ormskirk,0,GB,1586208383,70,53.57,-2.88,48.2,2.24
Hong Kong,40,HK,1586208351,82,22.29,114.16,64.4,5.82
Buenos Aires,0,AR,1586208276,31,-34.61,-58.38,64.4,8.05
Moorhead,90,US,1586208383,81,46.87,-96.77,55.4,10.29
Vila Franca do Campo,75,PT,1586208381,100,37.72,-25.43,62.6,10.29
Kloulklubed,75,PW,1586208384,94,7.04,134.26,73.4,3.36
Iwaki,97,JP,1586208384,46,37.05,140.88,48,1.99
Yulara,100,AU,1586208384,36,-25.24,130.99,64.4,11.41
Muscat,21,OM,1586208384,29,23.61,58.59,78.8,3.36
Adré,0,TD,1586208384,10,13.47,22.2,80.2,9.86
Kaitangata,87,NZ,1586208384,91,-46.28,169.85,57,6.89
Husavik,75,IS,1586208384,51,66.04,-17.34,35.6,50.55
Barra de Tecoanapa,8,MX,1586208384,45,16.52,-98.75,88.32,11.99
Touros,20,BR,1586208384,83,-5.2,-35.46,82.4,9.17
Seoul,20,KR,1586208384,93,37.57,126.98,41,6.93
Yerbogachën,66,RU,1586208384,93,61.28,108.01,24.37,3.89
Carrollton,40,US,1586208257,77,32.95,-96.89,72,11.41
Korla,28,CN,1586208384,26,41.76,86.15,54.59,0.89
Watsa,36,CD,1586208384,59,3.04,29.54,67.78,1.92
Hanzhong,62,CN,1586208384,57,33.07,107.03,52.65,0.36
Māngrol,3,IN,1586208384,75,21.12,70.12,75.56,7
Coquimbo,11,CL,1586208384,68,-29.95,-71.34,68,10.29
Santa Rosa del Sur,95,CO,1586208384,63,7.96,-74.05,82.71,1.81
Baykit,4,RU,1586208385,94,61.67,96.37,27.52,2.82
Rørvik,96,NO,1586208385,87,64.86,11.24,38.37,15.75
Nabire,99,ID,1586208442,92,-3.37,135.48,74.01,5.5
Aripuanã,100,BR,1586208442,92,-9.17,-60.63,79.11,2.84
Sayyan,0,YE,1586208442,22,15.17,44.32,60.06,2.71
Hofn,56,IS,1586208442,83,64.25,-15.21,34.23,33.38
Hobyo,59,SO,1586208442,74,5.35,48.53,82.92,13.98
Kenora,75,CA,1586208395,37,49.82,-94.43,55.4,13.87
Dryden,90,CA,1586208442,40,49.78,-92.75,53.6,11.41
Hobart,20,AU,1586208442,81,-42.88,147.33,46,9.17
Mnogovershinnyy,100,RU,1586208442,95,53.94,139.92,19.17,9.46
Aktobe,100,KZ,1586208442,74,50.28,57.21,30.2,15.66
Clyde River,20,CA,1586208442,72,70.47,-68.59,14,36.91
Kholm,68,RU,1586208442,87,59.27,32.85,30.43,4.27
Smolenka,0,RU,1586208442,67,52.14,113.5,17.6,2.06
Waldoboro,1,US,1586208443,16,44.1,-69.38,57.99,17.22
Pisco,0,PE,1586208345,30,-13.7,-76.22,75,10.29
Shakiso,14,ET,1586208443,51,5.75,38.92,58.73,2.68
Jambi City,93,ID,1586208443,93,-1.6,103.62,74.84,1.39
Belaya Gora,99,RU,1586208443,97,68.53,146.42,18.82,8.32
Dingle,0,PH,1586208443,82,11,122.67,75.38,5.64
Kutum,1,SD,1586208443,11,14.2,24.67,69.04,4.18
Saint-Augustin,100,CA,1586208371,98,51.23,-58.65,31.69,10.92
Kondagaon,13,IN,1586208443,27,19.6,81.67,76.91,1.36
Bayan,7,CN,1586208443,34,46.08,127.4,37,10.6
Adrar,0,MR,1586208444,13,20.5,-10.07,82.31,11.21
Flinders,40,AU,1586208157,71,-34.58,150.86,63,6.93
Krasnoborsk,15,RU,1586208444,95,61.56,45.93,25.63,7.27
Jalu,5,LY,1586208366,45,29.03,21.55,61.57,12.39
Yurimaguas,52,PE,1586208444,47,-5.9,-76.08,92.79,3.31
Envira,90,BR,1586208444,56,-7.3,-70.22,89.26,0.78
Pemba,20,MZ,1586208444,83,-12.97,40.52,80.6,4.7
Tommot,94,RU,1586208444,94,58.96,126.29,20.93,1.48
Druzhba,14,UA,1586208444,80,52.04,33.95,39.74,6.69
Tyrma,100,RU,1586208444,84,50.08,132.17,29.77,4.65
Ibateguara,20,BR,1586208444,94,-8.97,-35.94,78.8,3.36
Hendersonville,40,US,1586208182,36,36.3,-86.62,82,5.26
Bowen,40,AU,1586208444,94,-20.02,148.23,73,6.93
Nola,26,IT,1586208445,47,40.92,14.53,60.01,5.82
Rio Claro,31,BR,1586208417,66,-22.41,-47.56,75.25,3.8
Beira,20,MZ,1586208445,94,-19.84,34.84,78.8,8.05
Bānsi,0,IN,1586208445,20,27.18,82.93,76.5,7.85
Saint Anthony,90,US,1586208445,58,45.02,-93.22,59,9.17
Esim,0,GH,1586208445,81,4.87,-2.24,82.35,5.44
Bayjī,42,IQ,1586208445,42,34.93,43.49,71.78,11.81
Kostomuksha,97,RU,1586208501,97,64.57,30.58,27.7,10.42
Albina,83,SR,1586208502,73,5.5,-54.05,81.27,6.71
Qūchān,0,IR,1586208502,37,37.11,58.51,48.96,7.25
Ponta do Sol,20,PT,1586208341,82,32.67,-17.1,68,3.36
Riyadh,41,SA,1586208268,24,24.69,46.72,82.4,4.7
Meulaboh,93,ID,1586208502,86,4.14,96.13,76.44,3.74
Salinópolis,100,BR,1586208502,86,-0.61,-47.36,82.45,12.91
Birao,0,CF,1586208387,12,10.28,22.79,83.93,4.38
Bogandé,0,BF,1586208502,11,12.97,-0.14,85.55,4.18
Kwang Binh,100,VN,1586208411,87,17.48,106.6,69.91,5.86
Maniwaki,88,CA,1586208502,49,46.38,-75.97,47.52,10.76
Los Llanos de Aridane,75,ES,1586208502,83,28.66,-17.92,69.8,3.36
Poum,86,NC,1586208502,76,-20.23,164.02,78.48,13
Zhigansk,100,RU,1586208502,97,66.77,123.37,31.91,12.39
Alice,90,US,1586208502,74,27.75,-98.07,86,6.93
Dodge City,1,US,1586208468,17,37.75,-100.02,87.01,19.46
General Cepeda,59,MX,1586208502,13,25.38,-101.45,86.63,3.76
Bengkulu,100,ID,1586208427,83,-3.8,102.27,76.86,6.04
Merauke,10,ID,1586208502,86,-8.47,140.33,75.61,9.28
Savonlinna,90,FI,1586208502,90,61.87,28.88,32,9.17
Alofi,98,NU,1586208502,94,-19.06,-169.92,78.8,6.93
Mbandaka,100,CD,1586208503,84,0.05,18.26,73.67,0.67
Kamaishi,46,JP,1586208503,67,39.27,141.88,41.68,11.56
Okhotsk,1,RU,1586208503,91,59.38,143.3,14.65,9.28
Ust-Maya,93,RU,1586208503,94,60.42,134.53,10.85,1.19
Huaidian,4,CN,1586208503,78,33.43,115.03,47.3,3.89
Oranjestad,75,AW,1586208503,74,12.52,-70.03,84.2,24.16
Atambua,56,ID,1586208503,78,-9.11,124.89,73.76,2.91
Domokos,75,GR,1586208503,66,39.13,22.3,48.2,4.7
Viedma,28,AR,1586208503,36,-40.81,-63,57.99,11.83
Makar'yev,0,RU,1586208503,89,57.88,43.81,28.06,6.98
Presidente Médici,98,BR,1586208503,84,-11.18,-61.9,83.07,1.63
Asău,0,RO,1586208503,35,46.43,26.4,42.8,2.24
Pleasanton,90,US,1586208484,87,37.66,-121.87,55.99,4.7
Krasnoarmiys'k,6,UA,1586208456,60,48.28,37.18,40.28,5.35
Saint-François,9,FR,1586208376,50,46.42,3.91,53.6,3.36
Paphos,20,CY,1586208503,87,34.77,32.42,60.8,3.36
Labuhan,100,ID,1586208504,85,-6.88,112.21,77.85,4.21
Campina Grande do Sul,90,BR,1586208504,100,-25.31,-49.06,69.8,11.41
Caravelas,32,BR,1586208359,73,-17.71,-39.25,78.44,9.93
Vaitape,3,PF,1586208504,75,-16.52,-151.75,84.25,14.09
Bagn,93,NO,1586208504,80,60.82,9.55,37.99,3.36
Beringovskiy,0,RU,1586208414,85,63.05,179.32,3.22,4.18
Qaqortoq,0,GL,1586208355,33,60.72,-46.03,28.4,3.36
Diplo,0,PK,1586208504,54,24.47,69.58,77.23,10.94
Humboldt,75,US,1586208504,71,40.67,-123.92,57.99,17.22
Casino,27,AU,1586208504,100,-28.87,153.05,66.2,3.78
Helong,29,CN,1586208507,78,42.54,129,29.3,7.23
Kismayo,46,SO,1586208562,75,-0.36,42.55,83.46,11.99
Itupiranga,40,BR,1586208562,66,-5.13,-49.33,87.8,2.24
Chupa,99,RU,1586208562,94,66.27,33.05,24.71,7.31
Thinadhoo,25,MV,1586208348,66,0.53,72.93,84.22,1.97
Flin Flon,90,CA,1586208562,79,54.77,-101.86,28.4,11.41
Santa Ana,90,US,1586208543,67,33.75,-117.87,62.6,8.05
Omsukchan,61,RU,1586208562,87,62.53,155.8,11.44,3.8
Ichinoseki,23,JP,1586208562,75,38.92,141.13,38.07,3.65
Codajás,100,BR,1586208562,96,-3.84,-62.06,77.5,2.66
Port Hedland,40,AU,1586208562,88,-20.32,118.57,75.2,5.82
Huarmey,15,PE,1586208562,62,-10.07,-78.15,79.25,9.22
Rāmganj,0,BD,1586208562,76,23.1,90.85,75.25,7.49
Faanui,2,PF,1586208413,75,-16.48,-151.75,83.43,14.12
Chodavaram,5,IN,1586208562,71,17.83,82.95,80.17,4
Guerrero Negro,100,MX,1586208383,52,27.98,-114.06,65.59,13.02
Nago,90,JP,1586208563,93,26.59,127.98,64.4,5.82
Topolobampo,90,MX,1586208563,26,25.6,-109.05,81,6.93
Saldanha,25,ZA,1586208396,81,-33.01,17.94,53.6,1.12
Norsup,100,VU,1586208563,80,-16.07,167.38,82.2,24.2
Santa Lucía,20,ES,1586208563,73,27.91,-15.54,69.8,16.11
Tsabong,2,BW,1586208563,17,-26.02,22.4,68.59,12.71
Yanta,73,CN,1586208563,60,36.24,115.67,50.16,8.72
Río Cuarto,0,AR,1586208563,33,-33.13,-64.35,64.4,9.17
Tiassalé,35,CI,1586208563,84,5.9,-4.83,79.74,2.37
Dongying,52,CN,1586208563,48,37.46,118.49,53.92,5.75
Tarata,75,BO,1586208563,36,-17.62,-66.02,78.8,16.11
Aksarka,69,RU,1586208563,97,66.56,67.8,15.98,5.12
Camacha,20,PT,1586208563,88,33.08,-16.33,68,9.17
Bilma,0,NE,1586208339,11,18.69,12.92,87.24,10.65
La Ronge,90,CA,1586208564,86,55.1,-105.28,26.6,12.75
